source	target	relation	source_group	target_group	reason	file
ir_kasi	ir_qin	positive	ir_pracyan_g	ir_chinese_g	group_positive	ir_pracyan_g.txt
ir_kennataian	ir_athenian	positive	ir_anatolian_g	ir_hellenic_g	group_positive	ir_anatolian_g.txt
ir_kennataian	ir_hyrcanian	positive	ir_anatolian_g	ir_persia_g	group_positive	ir_anatolian_g.txt
ir_kennataian	ir_isaurian	kindred	ir_anatolian_g	ir_anatolian_g	same_group_kindred	ir_anatolian_g.txt
ir_kennataian	ir_lalasian	kindred	ir_anatolian_g	ir_anatolian_g	same_group_kindred	ir_anatolian_g.txt
ir_kennataian	ir_lazi	positive	ir_anatolian_g	ir_caucasian_g	group_positive	ir_anatolian_g.txt
ir_kharesmian	ir_corsian	positive	ir_scythia_g	ir_proto_european_g	group_positive	ir_scythia_g.txt
ir_kharesmian	ir_cossian	positive	ir_scythia_g	ir_persia_g	group_positive	ir_scythia_g.txt
ir_kharesmian	ir_jurcan	kindred	ir_scythia_g	ir_scythia_g	same_group_kindred	ir_scythia_g.txt
ir_kharesmian	ir_khotanese	kindred	ir_scythia_g	ir_scythia_g	same_group_kindred	ir_scythia_g.txt
ir_kharesmian	ir_sarmatian	positive	ir_scythia_g	ir_scythian_east_g	group_positive	ir_scythia_g.txt
ir_khotanese	ir_elamite	positive	ir_scythia_g	ir_persia_g	group_positive	ir_scythia_g.txt
ir_khotanese	ir_kharesmian	kindred	ir_scythia_g	ir_scythia_g	same_group_kindred	ir_scythia_g.txt
ir_khotanese	ir_massagetaean	kindred	ir_scythia_g	ir_scythia_g	same_group_kindred	ir_scythia_g.txt
ir_khotanese	ir_nuragic	positive	ir_scythia_g	ir_proto_european_g	group_positive	ir_scythia_g.txt
ir_khotanese	ir_scythian	positive	ir_scythia_g	ir_scythian_east_g	group_positive	ir_scythia_g.txt
ir_kindite	ir_berberian	positive	ir_south_arabian_g	ir_aksumite_group_g	group_positive	ir_south_arabian_g.txt
ir_kindite	ir_garamantic	positive	ir_south_arabian_g	ir_fezzani_g	group_positive	ir_south_arabian_g.txt
ir_kindite	ir_himjar	kindred	ir_south_arabian_g	ir_south_arabian_g	same_group_kindred	ir_south_arabian_g.txt
ir_kindite	ir_minaean	kindred	ir_south_arabian_g	ir_south_arabian_g	same_group_kindred	ir_south_arabian_g.txt
ir_kindite	ir_qedarite	positive	ir_south_arabian_g	ir_south_levantine_g	group_positive	ir_south_arabian_g.txt
ir_kosala	ir_hyrcanian	positive	ir_aryan_g	ir_persia_g	group_positive	ir_aryan_g.txt
ir_kosala	ir_kaccha	kindred	ir_aryan_g	ir_aryan_g	same_group_kindred	ir_aryan_g.txt
ir_kosala	ir_kuntalan	positive	ir_aryan_g	ir_indian_g	group_positive	ir_aryan_g.txt
ir_kosala	ir_kuru	kindred	ir_aryan_g	ir_aryan_g	same_group_kindred	ir_aryan_g.txt
ir_kosala	ir_magadhi	positive	ir_aryan_g	ir_pracyan_g	group_positive	ir_aryan_g.txt
ir_kosala	ir_tayuan	positive	ir_aryan_g	ir_bactrian_g	group_positive	ir_aryan_g.txt
ir_kumuzan	ir_berberian	positive	ir_nilotic_group_g	ir_aksumite_group_g	group_positive	ir_nilotic_group_g.txt
ir_kumuzan	ir_boran	kindred	ir_nilotic_group_g	ir_nilotic_group_g	same_group_kindred	ir_nilotic_group_g.txt
ir_kumuzan	ir_lower_nubian	positive	ir_nilotic_group_g	ir_meroitic_group_g	group_positive	ir_nilotic_group_g.txt
ir_kumuzan	ir_midobian	kindred	ir_nilotic_group_g	ir_nilotic_group_g	same_group_kindred	ir_nilotic_group_g.txt
ir_kuntalan	ir_kannadan	kindred	ir_indian_g	ir_indian_g	same_group_kindred	ir_indian_g.txt
ir_kuntalan	ir_kosala	positive	ir_indian_g	ir_aryan_g	group_positive	ir_indian_g.txt
ir_kuntalan	ir_magadhi	positive	ir_indian_g	ir_pracyan_g	group_positive	ir_indian_g.txt
ir_kuntalan	ir_pandyan	kindred	ir_indian_g	ir_indian_g	same_group_kindred	ir_indian_g.txt
ir_kuntalan	ir_sumpa	positive	ir_indian_g	ir_tibetan_g	group_positive	ir_indian_g.txt
ir_kuru	ir_kosala	kindred	ir_aryan_g	ir_aryan_g	same_group_kindred	ir_aryan_g.txt
ir_kuru	ir_lankan	kindred	ir_aryan_g	ir_aryan_g	same_group_kindred	ir_aryan_g.txt
ir_kuru	ir_malla	positive	ir_aryan_g	ir_pracyan_g	group_positive	ir_aryan_g.txt
ir_kuru	ir_median	positive	ir_aryan_g	ir_persia_g	group_positive	ir_aryan_g.txt
ir_kuru	ir_pandyan	positive	ir_aryan_g	ir_indian_g	group_positive	ir_aryan_g.txt
ir_kuru	ir_tocharian	positive	ir_aryan_g	ir_bactrian_g	group_positive	ir_aryan_g.txt
ir_lacetanian	ir_couneian	positive	ir_iberia_g	ir_celt_iberia_g	group_positive	ir_iberia_g.txt
ir_lacetanian	ir_indiketian	kindred	ir_iberia_g	ir_iberia_g	same_group_kindred	ir_iberia_g.txt
ir_lacetanian	ir_massaesylian	positive	ir_iberia_g	ir_numidian_g	group_positive	ir_iberia_g.txt
ir_lacetanian	ir_oretanian	kindred	ir_iberia_g	ir_iberia_g	same_group_kindred	ir_iberia_g.txt
ir_lacetanian	ir_siculian	positive	ir_iberia_g	ir_latin_g	group_positive	ir_iberia_g.txt
ir_lalasian	ir_boeotian	positive	ir_anatolian_g	ir_hellenic_g	group_positive	ir_anatolian_g.txt
ir_lalasian	ir_kennataian	kindred	ir_anatolian_g	ir_anatolian_g	same_group_kindred	ir_anatolian_g.txt
ir_lalasian	ir_legian	positive	ir_anatolian_g	ir_caucasian_g	group_positive	ir_anatolian_g.txt
ir_lalasian	ir_lycaonian	kindred	ir_anatolian_g	ir_anatolian_g	same_group_kindred	ir_anatolian_g.txt
ir_lalasian	ir_median	positive	ir_anatolian_g	ir_persia_g	group_positive	ir_anatolian_g.txt
ir_lankan	ir_kuru	kindred	ir_aryan_g	ir_aryan_g	same_group_kindred	ir_aryan_g.txt
ir_lankan	ir_maharashtran	kindred	ir_aryan_g	ir_aryan_g	same_group_kindred	ir_aryan_g.txt
ir_lankan	ir_pactyan	positive	ir_aryan_g	ir_persia_g	group_positive	ir_aryan_g.txt
ir_lankan	ir_pandra	positive	ir_aryan_g	ir_pracyan_g	group_positive	ir_aryan_g.txt
ir_lankan	ir_tamil	positive	ir_aryan_g	ir_indian_g	group_positive	ir_aryan_g.txt
ir_lankan	ir_wusun	positive	ir_aryan_g	ir_bactrian_g	group_positive	ir_aryan_g.txt
ir_lazi	ir_ibero	kindred	ir_caucasian_g	ir_caucasian_g	same_group_kindred	ir_caucasian_g.txt
ir_lazi	ir_kennataian	positive	ir_caucasian_g	ir_anatolian_g	group_positive	ir_caucasian_g.txt
ir_lazi	ir_legian	kindred	ir_caucasian_g	ir_caucasian_g	same_group_kindred	ir_caucasian_g.txt
ir_legian	ir_lalasian	positive	ir_caucasian_g	ir_anatolian_g	group_positive	ir_caucasian_g.txt
ir_legian	ir_lazi	kindred	ir_caucasian_g	ir_caucasian_g	same_group_kindred	ir_caucasian_g.txt
ir_legian	ir_maeotian	kindred	ir_caucasian_g	ir_caucasian_g	same_group_kindred	ir_caucasian_g.txt
ir_lemovian	ir_aestian	positive	ir_germanic_g	ir_baltic_g	group_positive	ir_germanic_g.txt
ir_lemovian	ir_androphagian	positive	ir_germanic_g	ir_finnic_group_g	group_positive	ir_germanic_g.txt
ir_lemovian	ir_corsian	positive	ir_germanic_g	ir_proto_european_g	group_positive	ir_germanic_g.txt
ir_lemovian	ir_istvaeonic	kindred	ir_germanic_g	ir_germanic_g	same_group_kindred	ir_germanic_g.txt
ir_lemovian	ir_nervian	positive	ir_germanic_g	ir_belgae_group_g	group_positive	ir_germanic_g.txt
ir_lemovian	ir_raumarician	kindred	ir_germanic_g	ir_germanic_g	same_group_kindred	ir_germanic_g.txt
ir_lemovician	ir_helvetian	kindred	ir_gallic_g	ir_gallic_g	same_group_kindred	ir_gallic_g.txt
ir_lemovician	ir_lepontic	kindred	ir_gallic_g	ir_gallic_g	same_group_kindred	ir_gallic_g.txt
ir_lemovician	ir_manavian	positive	ir_gallic_g	ir_gaelic_g	group_positive	ir_gallic_g.txt
ir_lemovician	ir_monapian	positive	ir_gallic_g	ir_britannic_g	group_positive	ir_gallic_g.txt
ir_lemovician	ir_sedetanian	positive	ir_gallic_g	ir_celt_iberia_g	group_positive	ir_gallic_g.txt
ir_lemovician	ir_veliocassian	positive	ir_gallic_g	ir_belgae_group_g	group_positive	ir_gallic_g.txt
ir_lepontic	ir_aduatacian	positive	ir_gallic_g	ir_belgae_group_g	group_positive	ir_gallic_g.txt
ir_lepontic	ir_hibernian	positive	ir_gallic_g	ir_gaelic_g	group_positive	ir_gallic_g.txt
ir_lepontic	ir_lemovician	kindred	ir_gallic_g	ir_gallic_g	same_group_kindred	ir_gallic_g.txt
ir_lepontic	ir_letobician	kindred	ir_gallic_g	ir_gallic_g	same_group_kindred	ir_gallic_g.txt
ir_lepontic	ir_ordovitian	positive	ir_gallic_g	ir_britannic_g	group_positive	ir_gallic_g.txt
ir_lepontic	ir_vaccaeian	positive	ir_gallic_g	ir_celt_iberia_g	group_positive	ir_gallic_g.txt
ir_letobician	ir_belgae	positive	ir_gallic_g	ir_belgae_group_g	group_positive	ir_gallic_g.txt
ir_letobician	ir_lepontic	kindred	ir_gallic_g	ir_gallic_g	same_group_kindred	ir_gallic_g.txt
ir_letobician	ir_manavian	positive	ir_gallic_g	ir_gaelic_g	group_positive	ir_gallic_g.txt
ir_letobician	ir_noric	kindred	ir_gallic_g	ir_gallic_g	same_group_kindred	ir_gallic_g.txt
ir_letobician	ir_parisian	positive	ir_gallic_g	ir_britannic_g	group_positive	ir_gallic_g.txt
ir_letobician	ir_vardulian	positive	ir_gallic_g	ir_celt_iberia_g	group_positive	ir_gallic_g.txt
ir_liburnian	ir_boeotian	positive	ir_illyrian_group_g	ir_hellenic_g	group_positive	ir_illyrian_group_g.txt
ir_liburnian	ir_iapodian	kindred	ir_illyrian_group_g	ir_illyrian_group_g	same_group_kindred	ir_illyrian_group_g.txt
ir_liburnian	ir_liburnian_culture	kindred	ir_illyrian_group_g	ir_illyrian_group_g	same_group_kindred	ir_illyrian_group_g.txt
ir_liburnian	ir_moesi	positive	ir_illyrian_group_g	ir_thrace_group_g	group_positive	ir_illyrian_group_g.txt
ir_liburnian	ir_samnite	positive	ir_illyrian_group_g	ir_latin_g	group_positive	ir_illyrian_group_g.txt
ir_liburnian	ir_tylian	positive	ir_illyrian_group_g	ir_celto_pannonian_group_g	group_positive	ir_illyrian_group_g.txt
ir_liburnian_culture	ir_bosporan	positive	ir_illyrian_group_g	ir_hellenic_g	group_positive	ir_illyrian_group_g.txt
ir_liburnian_culture	ir_galatian	positive	ir_illyrian_group_g	ir_celto_pannonian_group_g	group_positive	ir_illyrian_group_g.txt
ir_liburnian_culture	ir_liburnian	kindred	ir_illyrian_group_g	ir_illyrian_group_g	same_group_kindred	ir_illyrian_group_g.txt
ir_liburnian_culture	ir_messapian	kindred	ir_illyrian_group_g	ir_illyrian_group_g	same_group_kindred	ir_illyrian_group_g.txt
ir_liburnian_culture	ir_odrysi	positive	ir_illyrian_group_g	ir_thrace_group_g	group_positive	ir_illyrian_group_g.txt
ir_liburnian_culture	ir_siculian	positive	ir_illyrian_group_g	ir_latin_g	group_positive	ir_illyrian_group_g.txt
ir_libyan	ir_daphnitaean	positive	ir_fezzani_g	ir_numidian_g	group_positive	ir_fezzani_g.txt
ir_libyan	ir_gyzantian	kindred	ir_fezzani_g	ir_fezzani_g	same_group_kindred	ir_fezzani_g.txt
ir_libyan	ir_lotophagoi	kindred	ir_fezzani_g	ir_fezzani_g	same_group_kindred	ir_fezzani_g.txt
ir_libyan	ir_middle_egyptian	positive	ir_fezzani_g	ir_north_african_g	group_positive	ir_fezzani_g.txt
ir_libyan	ir_qatabanian	positive	ir_fezzani_g	ir_south_arabian_g	group_positive	ir_fezzani_g.txt
ir_ligurian	ir_aetolian	positive	ir_latin_g	ir_hellenic_g	group_positive	ir_latin_g.txt
ir_ligurian	ir_cantabrian	positive	ir_latin_g	ir_celt_iberia_g	group_positive	ir_latin_g.txt
ir_ligurian	ir_contestanian	positive	ir_latin_g	ir_iberia_g	group_positive	ir_latin_g.txt
ir_ligurian	ir_deraemestian	positive	ir_latin_g	ir_illyrian_group_g	group_positive	ir_latin_g.txt
ir_ligurian	ir_histrian	kindred	ir_latin_g	ir_latin_g	same_group_kindred	ir_latin_g.txt
ir_ligurian	ir_lucanian	kindred	ir_latin_g	ir_latin_g	same_group_kindred	ir_latin_g.txt
ir_lixitoi	ir_gaetulian	kindred	ir_numidian_g	ir_numidian_g	same_group_kindred	ir_numidian_g.txt
ir_lixitoi	ir_indiketian	positive	ir_numidian_g	ir_iberia_g	group_positive	ir_numidian_g.txt
ir_lixitoi	ir_macaean	positive	ir_numidian_g	ir_fezzani_g	group_positive	ir_numidian_g.txt
ir_lixitoi	ir_massaesylian	kindred	ir_numidian_g	ir_numidian_g	same_group_kindred	ir_numidian_g.txt
ir_lixitoi	ir_pubu	positive	ir_numidian_g	ir_pu_g	group_positive	ir_numidian_g.txt
ir_lixitoi	ir_upper_egyptian	positive	ir_numidian_g	ir_north_african_g	group_positive	ir_numidian_g.txt
ir_lobetanian	ir_elesycian	kindred	ir_celt_iberia_g	ir_celt_iberia_g	same_group_kindred	ir_celt_iberia_g.txt
ir_lobetanian	ir_eravisci	positive	ir_celt_iberia_g	ir_gallic_g	group_positive	ir_celt_iberia_g.txt
ir_lobetanian	ir_galatian	positive	ir_celt_iberia_g	ir_celto_pannonian_group_g	group_positive	ir_celt_iberia_g.txt
ir_lobetanian	ir_lusitanian	kindred	ir_celt_iberia_g	ir_celt_iberia_g	same_group_kindred	ir_celt_iberia_g.txt
ir_lobetanian	ir_turdetanian	positive	ir_celt_iberia_g	ir_iberia_g	group_positive	ir_celt_iberia_g.txt
ir_lobetanian	ir_venetic	positive	ir_celt_iberia_g	ir_latin_g	group_positive	ir_celt_iberia_g.txt
ir_lotophagoi	ir_gaetulian	positive	ir_fezzani_g	ir_numidian_g	group_positive	ir_fezzani_g.txt
ir_lotophagoi	ir_libyan	kindred	ir_fezzani_g	ir_fezzani_g	same_group_kindred	ir_fezzani_g.txt
ir_lotophagoi	ir_macaean	kindred	ir_fezzani_g	ir_fezzani_g	same_group_kindred	ir_fezzani_g.txt
ir_lotophagoi	ir_oasis_egyptian	positive	ir_fezzani_g	ir_north_african_g	group_positive	ir_fezzani_g.txt
ir_lotophagoi	ir_samad	positive	ir_fezzani_g	ir_south_arabian_g	group_positive	ir_fezzani_g.txt
ir_lower_nubian	ir_adabulian	positive	ir_meroitic_group_g	ir_nilotic_group_g	group_positive	ir_meroitic_group_g.txt
ir_lower_nubian	ir_aksumite	positive	ir_meroitic_group_g	ir_aksumite_group_g	group_positive	ir_meroitic_group_g.txt
ir_lower_nubian	ir_meroitic	kindred	ir_meroitic_group_g	ir_meroitic_group_g	same_group_kindred	ir_meroitic_group_g.txt
ir_lower_nubian	ir_napatan	kindred	ir_meroitic_group_g	ir_meroitic_group_g	same_group_kindred	ir_meroitic_group_g.txt
ir_lucanian	ir_arcadian	positive	ir_latin_g	ir_hellenic_g	group_positive	ir_latin_g.txt
ir_lucanian	ir_caristian	positive	ir_latin_g	ir_celt_iberia_g	group_positive	ir_latin_g.txt
ir_lucanian	ir_deurian	positive	ir_latin_g	ir_illyrian_group_g	group_positive	ir_latin_g.txt
ir_lucanian	ir_edetanian	positive	ir_latin_g	ir_iberia_g	group_positive	ir_latin_g.txt
ir_lucanian	ir_ligurian	kindred	ir_latin_g	ir_latin_g	same_group_kindred	ir_latin_g.txt
ir_lucanian	ir_rhaetian	kindred	ir_latin_g	ir_latin_g	same_group_kindred	ir_latin_g.txt
ir_lusitanian	ir_bruttian	positive	ir_celt_iberia_g	ir_latin_g	group_positive	ir_celt_iberia_g.txt
ir_lusitanian	ir_haedui	positive	ir_celt_iberia_g	ir_gallic_g	group_positive	ir_celt_iberia_g.txt
ir_lusitanian	ir_lobetanian	kindred	ir_celt_iberia_g	ir_celt_iberia_g	same_group_kindred	ir_celt_iberia_g.txt
ir_lusitanian	ir_oppidanian	kindred	ir_celt_iberia_g	ir_celt_iberia_g	same_group_kindred	ir_celt_iberia_g.txt
ir_lusitanian	ir_turdulian	positive	ir_celt_iberia_g	ir_iberia_g	group_positive	ir_celt_iberia_g.txt
ir_lusitanian	ir_tylian	positive	ir_celt_iberia_g	ir_celto_pannonian_group_g	group_positive	ir_celt_iberia_g.txt
ir_lycaonian	ir_bosporan	positive	ir_anatolian_g	ir_hellenic_g	group_positive	ir_anatolian_g.txt
ir_lycaonian	ir_lalasian	kindred	ir_anatolian_g	ir_anatolian_g	same_group_kindred	ir_anatolian_g.txt
ir_lycaonian	ir_lycian	kindred	ir_anatolian_g	ir_anatolian_g	same_group_kindred	ir_anatolian_g.txt
ir_lycaonian	ir_maeotian	positive	ir_anatolian_g	ir_caucasian_g	group_positive	ir_anatolian_g.txt
ir_lycaonian	ir_pactyan	positive	ir_anatolian_g	ir_persia_g	group_positive	ir_anatolian_g.txt
ir_lycian	ir_carian	positive	ir_anatolian_g	ir_hellenic_g	group_positive	ir_anatolian_g.txt
ir_lycian	ir_lycaonian	kindred	ir_anatolian_g	ir_anatolian_g	same_group_kindred	ir_anatolian_g.txt
ir_lycian	ir_lydian	kindred	ir_anatolian_g	ir_anatolian_g	same_group_kindred	ir_anatolian_g.txt
ir_lycian	ir_parecanian	positive	ir_anatolian_g	ir_persia_g	group_positive	ir_anatolian_g.txt
ir_lycian	ir_sasperian	positive	ir_anatolian_g	ir_caucasian_g	group_positive	ir_anatolian_g.txt
ir_lydian	ir_ciliciote	positive	ir_anatolian_g	ir_hellenic_g	group_positive	ir_anatolian_g.txt
ir_lydian	ir_lycian	kindred	ir_anatolian_g	ir_anatolian_g	same_group_kindred	ir_anatolian_g.txt
ir_lydian	ir_milyadian	kindred	ir_anatolian_g	ir_anatolian_g	same_group_kindred	ir_anatolian_g.txt
ir_lydian	ir_parthian	positive	ir_anatolian_g	ir_persia_g	group_positive	ir_anatolian_g.txt
ir_lydian	ir_sindi	positive	ir_anatolian_g	ir_caucasian_g	group_positive	ir_anatolian_g.txt
ir_macaean	ir_lixitoi	positive	ir_fezzani_g	ir_numidian_g	group_positive	ir_fezzani_g.txt
ir_macaean	ir_lotophagoi	kindred	ir_fezzani_g	ir_fezzani_g	same_group_kindred	ir_fezzani_g.txt
ir_macaean	ir_nasamonian	kindred	ir_fezzani_g	ir_fezzani_g	same_group_kindred	ir_fezzani_g.txt
ir_macaean	ir_sheban	positive	ir_fezzani_g	ir_south_arabian_g	group_positive	ir_fezzani_g.txt
ir_macaean	ir_upper_egyptian	positive	ir_fezzani_g	ir_north_african_g	group_positive	ir_fezzani_g.txt
ir_macedonian	ir_bruttian	positive	ir_hellenic_g	ir_latin_g	group_positive	ir_hellenic_g.txt
ir_macedonian	ir_cilician	positive	ir_hellenic_g	ir_anatolian_g	group_positive	ir_hellenic_g.txt
ir_macedonian	ir_italiotian	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_macedonian	ir_massalian	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_macedonian	ir_messapian	positive	ir_hellenic_g	ir_illyrian_group_g	group_positive	ir_hellenic_g.txt
ir_macedonian	ir_moesi	positive	ir_hellenic_g	ir_thrace_group_g	group_positive	ir_hellenic_g.txt
ir_macedonian	ir_roman	positive	ir_hellenic_g	ir_latin_g	pair_override	ir_hellenic_g.txt
ir_macedonian	ir_thracian	positive	ir_hellenic_g	ir_hellenic_g	pair_override	ir_hellenic_g.txt
ir_maeotian	ir_legian	kindred	ir_caucasian_g	ir_caucasian_g	same_group_kindred	ir_caucasian_g.txt
ir_maeotian	ir_lycaonian	positive	ir_caucasian_g	ir_anatolian_g	group_positive	ir_caucasian_g.txt
ir_maeotian	ir_sasperian	kindred	ir_caucasian_g	ir_caucasian_g	same_group_kindred	ir_caucasian_g.txt
ir_magadhi	ir_kasi	kindred	ir_pracyan_g	ir_pracyan_g	same_group_kindred	ir_pracyan_g.txt
ir_magadhi	ir_kosala	positive	ir_pracyan_g	ir_aryan_g	group_positive	ir_pracyan_g.txt
ir_magadhi	ir_kuntalan	positive	ir_pracyan_g	ir_indian_g	group_positive	ir_pracyan_g.txt
ir_magadhi	ir_malla	kindred	ir_pracyan_g	ir_pracyan_g	same_group_kindred	ir_pracyan_g.txt
ir_magadhi	ir_qin	positive	ir_pracyan_g	ir_chinese_g	group_positive	ir_pracyan_g.txt
ir_magadhi	ir_sumpa	positive	ir_pracyan_g	ir_tibetan_g	group_positive	ir_pracyan_g.txt
ir_maharashtran	ir_lankan	kindred	ir_aryan_g	ir_aryan_g	same_group_kindred	ir_aryan_g.txt
ir_maharashtran	ir_matsya	kindred	ir_aryan_g	ir_aryan_g	same_group_kindred	ir_aryan_g.txt
ir_maharashtran	ir_parecanian	positive	ir_aryan_g	ir_persia_g	group_positive	ir_aryan_g.txt
ir_maharashtran	ir_savara	positive	ir_aryan_g	ir_pracyan_g	group_positive	ir_aryan_g.txt
ir_maharashtran	ir_telugu	positive	ir_aryan_g	ir_indian_g	group_positive	ir_aryan_g.txt
ir_maharashtran	ir_yuezhi	positive	ir_aryan_g	ir_bactrian_g	group_positive	ir_aryan_g.txt
ir_makan	ir_assyrian	positive	ir_south_levantine_g	ir_east_levantine_g	group_positive	ir_south_levantine_g.txt
ir_makan	ir_gerrhan	kindred	ir_south_levantine_g	ir_south_levantine_g	same_group_kindred	ir_south_levantine_g.txt
ir_makan	ir_hadhrami	positive	ir_south_levantine_g	ir_south_arabian_g	group_positive	ir_south_levantine_g.txt
ir_makan	ir_hebrew	positive	ir_south_levantine_g	ir_west_levantine_g	group_positive	ir_south_levantine_g.txt
ir_makan	ir_mon	positive	ir_south_levantine_g	ir_pu_g	group_positive	ir_south_levantine_g.txt
ir_makan	ir_nabatean	kindred	ir_south_levantine_g	ir_south_levantine_g	same_group_kindred	ir_south_levantine_g.txt
ir_malla	ir_kuru	positive	ir_pracyan_g	ir_aryan_g	group_positive	ir_pracyan_g.txt
ir_malla	ir_magadhi	kindred	ir_pracyan_g	ir_pracyan_g	same_group_kindred	ir_pracyan_g.txt
ir_malla	ir_pandra	kindred	ir_pracyan_g	ir_pracyan_g	same_group_kindred	ir_pracyan_g.txt
ir_malla	ir_pandyan	positive	ir_pracyan_g	ir_indian_g	group_positive	ir_pracyan_g.txt
ir_malla	ir_qin	positive	ir_pracyan_g	ir_chinese_g	group_positive	ir_pracyan_g.txt
ir_malla	ir_tsang	positive	ir_pracyan_g	ir_tibetan_g	group_positive	ir_pracyan_g.txt
ir_manavian	ir_aremorican	positive	ir_gaelic_g	ir_gallic_g	group_positive	ir_gaelic_g.txt
ir_manavian	ir_britannic	positive	ir_gaelic_g	ir_britannic_g	group_positive	ir_gaelic_g.txt
ir_manavian	ir_hibernian	kindred	ir_gaelic_g	ir_gaelic_g	same_group_kindred	ir_gaelic_g.txt
ir_margian	ir_bactrian	kindred	ir_bactrian_g	ir_bactrian_g	same_group_kindred	ir_bactrian_g.txt
ir_margian	ir_cadusian	positive	ir_bactrian_g	ir_persia_g	group_positive	ir_bactrian_g.txt
ir_margian	ir_cedi	positive	ir_bactrian_g	ir_aryan_g	group_positive	ir_bactrian_g.txt
ir_margian	ir_cimmerian	positive	ir_bactrian_g	ir_scythian_east_g	group_positive	ir_bactrian_g.txt
ir_margian	ir_phryni	kindred	ir_bactrian_g	ir_bactrian_g	same_group_kindred	ir_bactrian_g.txt
ir_mariandynian	ir_aegean	positive	ir_thrace_group_g	ir_hellenic_g	group_positive	ir_thrace_group_g.txt
ir_mariandynian	ir_bithynian	kindred	ir_thrace_group_g	ir_thrace_group_g	same_group_kindred	ir_thrace_group_g.txt
ir_mariandynian	ir_catari	positive	ir_thrace_group_g	ir_illyrian_group_g	group_positive	ir_thrace_group_g.txt
ir_mariandynian	ir_moesi	kindred	ir_thrace_group_g	ir_thrace_group_g	same_group_kindred	ir_thrace_group_g.txt
ir_massaesylian	ir_egyptian	positive	ir_numidian_g	ir_north_african_g	group_positive	ir_numidian_g.txt
ir_massaesylian	ir_lacetanian	positive	ir_numidian_g	ir_iberia_g	group_positive	ir_numidian_g.txt
ir_massaesylian	ir_lixitoi	kindred	ir_numidian_g	ir_numidian_g	same_group_kindred	ir_numidian_g.txt
ir_massaesylian	ir_massylian	kindred	ir_numidian_g	ir_numidian_g	same_group_kindred	ir_numidian_g.txt
ir_massaesylian	ir_nasamonian	positive	ir_numidian_g	ir_fezzani_g	group_positive	ir_numidian_g.txt
ir_massaesylian	ir_rhakine	positive	ir_numidian_g	ir_pu_g	group_positive	ir_numidian_g.txt
ir_massagetaean	ir_gedrosian	positive	ir_scythia_g	ir_persia_g	group_positive	ir_scythia_g.txt
ir_massagetaean	ir_khotanese	kindred	ir_scythia_g	ir_scythia_g	same_group_kindred	ir_scythia_g.txt
ir_massagetaean	ir_sakan	kindred	ir_scythia_g	ir_scythia_g	same_group_kindred	ir_scythia_g.txt
ir_massagetaean	ir_siraci	positive	ir_scythia_g	ir_scythian_east_g	group_positive	ir_scythia_g.txt
ir_massagetaean	ir_talaiotic	positive	ir_scythia_g	ir_proto_european_g	group_positive	ir_scythia_g.txt
ir_massalian	ir_etruscan	positive	ir_hellenic_g	ir_latin_g	group_positive	ir_hellenic_g.txt
ir_massalian	ir_isaurian	positive	ir_hellenic_g	ir_anatolian_g	group_positive	ir_hellenic_g.txt
ir_massalian	ir_macedonian	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_massalian	ir_odrysi	positive	ir_hellenic_g	ir_thrace_group_g	group_positive	ir_hellenic_g.txt
ir_massalian	ir_paeonian	positive	ir_hellenic_g	ir_illyrian_group_g	group_positive	ir_hellenic_g.txt
ir_massalian	ir_pamphylian	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_massylian	ir_massaesylian	kindred	ir_numidian_g	ir_numidian_g	same_group_kindred	ir_numidian_g.txt
ir_massylian	ir_melanogaetulian	kindred	ir_numidian_g	ir_numidian_g	same_group_kindred	ir_numidian_g.txt
ir_massylian	ir_middle_egyptian	positive	ir_numidian_g	ir_north_african_g	group_positive	ir_numidian_g.txt
ir_massylian	ir_oretanian	positive	ir_numidian_g	ir_iberia_g	group_positive	ir_numidian_g.txt
ir_massylian	ir_phazani	positive	ir_numidian_g	ir_fezzani_g	group_positive	ir_numidian_g.txt
ir_massylian	ir_shan	positive	ir_numidian_g	ir_pu_g	group_positive	ir_numidian_g.txt
ir_matsya	ir_alupan	positive	ir_aryan_g	ir_indian_g	group_positive	ir_aryan_g.txt
ir_matsya	ir_bactrian	positive	ir_aryan_g	ir_bactrian_g	group_positive	ir_aryan_g.txt
ir_matsya	ir_maharashtran	kindred	ir_aryan_g	ir_aryan_g	same_group_kindred	ir_aryan_g.txt
ir_matsya	ir_mitanni	kindred	ir_aryan_g	ir_aryan_g	same_group_kindred	ir_aryan_g.txt
ir_matsya	ir_parthian	positive	ir_aryan_g	ir_persia_g	group_positive	ir_aryan_g.txt
ir_matsya	ir_vanga	positive	ir_aryan_g	ir_pracyan_g	group_positive	ir_aryan_g.txt
ir_median	ir_alani	positive	ir_persia_g	ir_scythia_g	group_positive	ir_persia_g.txt
ir_median	ir_hyrcanian	kindred	ir_persia_g	ir_persia_g	same_group_kindred	ir_persia_g.txt
